Group id,Class id,Water-Solid ratio,Chemical admixture 1-content,Chemical admixture 2-content,Chemical admixture 3-content,Carbonation reactor operation mode,Carbonation pressure control type,Carbonation pressure,Carbonation temperature control type,Carbonation temperature,Carbonation gas 1-CO2,Carbonation gas 2-H2O vapor,Carbonation gas 3-N2,Carbonation gas flow rate,Carbonation stirring speed ,Carbonation duration,Method-CO2 uptake,Chemical admixture 1_Classification 2,Chemical admixture 2_Classification 2,Chemical admixture 3_Classification 2,"Solid_Dv,50",Solid_Specific surface area,Solid_Na2O,Solid_MgO,Solid_Al2O3,Solid_SiO2,Solid_SO3,Solid_K2O,Solid_CaO,Solid_Fe2O3,Solid_Loss on ignition,Solid_Amorphous+others,Solid_Crystalline,Solid_Albite,Solid_Anhydrite,Solid_Augite,Solid_Bassanite,Solid_Brownmillerite,Solid_Brucite,Solid_Calcite,Solid_Corundum,Solid_Diopside,Solid_Glauberite,Solid_Gypsum,Solid_Hematite,Solid_Hydrotalcite,Solid_Lime,Solid_Maghemite,Solid_Magnesioferrite,Solid_Magnetite,Solid_Microcline,Solid_Mullite,Solid_Periclase,Solid_Polyhalite,Solid_Portlandite,Solid_Pyroaurite,Solid_Quartz,Solid_Spinel,Solid_Srebrodolskite,Solid_Thenardite,Experimental CO2 uptake-U2
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,3.75,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.10625865822729995
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,3.875,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.10847180050535639
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,4,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.10815098766508416
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,4.25,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.11114952041465134
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,4.5,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.11576398559935984
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,4.75,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.11847951551757033
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,5,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.12075438359005548
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,5.25,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.12547255155355794
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,5.5,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.1283904271619693
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,5.75,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.12896522955365558
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,6,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.13373803347367283
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,6.25,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.13044435368601853
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,6.5,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.1340492956503519
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,6.75,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.13455208018918802
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,7,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.13360107786674927
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,7.25,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.1385800252302865
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,7.5,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.13967466672849654
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,7.75,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.14419172189253116
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,8,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.1432845657819279
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,8.5,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.14133387424099442
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,9,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.14880213144801677
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,9.5,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.1483704731653256
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--20.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,20,100,0,0,0,60,10,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.1476435911055125
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,1e-05
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.0625,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.004420727
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.125,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.008401396
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.1875,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.012395848
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.25,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.016237859
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.3125,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.019708301907795496
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.375,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.022461136496052674
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.4375,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.025462259831913046
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.5,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.029142775
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.5625,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.031332181772438704
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.625,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.035387007
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.6875,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.038092010049643354
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.75,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.040783119379149566
powder--0.3--ukwattage2015-bd0003--100.0--nan--0.0--nan--0.0--nan--0.0--nan--0.0--moist carbonation--batch--1.25--initial pressure--3.0--constant temperature--40.0--100.0--0.0--0.0--0.0--nan--nan--60.0--manometric analysis,,0.3,0,0,0,batch,initial pressure,3,constant temperature,40,100,0,0,0,60,0.8125,manometric analysis,,,,54,14.71,9,13,2.1,13,12.8,0.4,24.8,23,9.608191568724484,48.188309700064934,51.811690299935066,0,7.342316675959275,0,0,17.63605793383736,0,2.1971412206820267,0,0,0,0,0.4623214420241549,0,8.278237702,0,0,0.5944132826024849,0,0.4623214420241549,8.751866028,0,1.1558036050603873,0,3.242277541,0,0,1.6889334262013358,0.042850264
